"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1","clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane (GO:0061202)","6/8",4.5305394761128e-10,1.63099421140061e-08,0,0,186.79746835443,4018.94938241368,"SLC32A1;SYT1;DNAJC5;GAD1;GAD2;VAMP2"
"2","clathrin-sculpted gamma-aminobutyric acid transport vesicle (GO:0061200)","6/8",4.5305394761128e-10,1.63099421140061e-08,0,0,186.79746835443,4018.94938241368,"SLC32A1;SYT1;DNAJC5;GAD1;GAD2;VAMP2"
"3","Neurotoxicity of clostridium toxins Homo sapiens R-HSA-168799","6/10",3.30664835248551e-09,2.60280463174217e-07,0,0,93.3892405063291,1823.64258719494,"SNAP25;STX1B;SYT2;SYT1;SV2A;VAMP2"
"4","GABA biosynthesis, release, reuptake and degradation","11/19",1.07041422381185e-15,6.59375161868101e-13,0,0,86.9654340836013,2997.76205818201,"SNAP25;SLC32A1;SYT1;GAD1;STXBP1;DNAJC5;GAD2;ABAT;SLC6A1;CPLX1;VAMP2"
"5","GABA synthesis, release, reuptake and degradation Homo sapiens R-HSA-888590","11/19",1.07041422381185e-15,4.44715188494762e-13,0,0,86.9654340836013,2997.76205818201,"SNAP25;SLC32A1;SYT1;STXBP1;GAD1;DNAJC5;GAD2;ABAT;SLC6A1;CPLX1;VAMP2"
"6","axon initial segment (GO:0043194)","5/9",1.25320359167998e-07,3.2225235214628e-06,0,0,77.5788643533123,1232.91376238409,"NFASC;SCN8A;KCNQ2;NAV1;ANK3"
"7","syntaxin-1 binding (GO:0017075)","8/15",2.41464406609074e-11,9.1756474511448e-09,0,0,71.5959963603276,1750.29902728832,"NSF;SNAP25;SYT1;SNPH;STXBP1;CPLX2;CPLX1;VAMP2"
"8","Dopamine neurotransmitter release cycle","6/12",1.41585191039419e-08,1.24594968114689e-06,0,0,62.253164556962,1125.09828911866,"SNAP25;SYT1;STXBP1;CPLX1;SYN1;VAMP2"
"9","node of Ranvier (GO:0033268)","6/12",1.41585191039419e-08,4.24755573118256e-07,0,0,62.253164556962,1125.09828911866,"NFASC;SCN8A;KCNQ2;CNTN2;ANK3;SCN1B"
"10","intermediate filament bundle assembly (GO:0045110)","3/6",7.97677473739033e-05,0.00381335336943785,0,0,61.6771159874608,582.009400926158,"NEFL;NEFM;NEFH"
"11","axolemma (GO:0030673)","3/6",7.97677473739033e-05,0.00102558532337876,0,0,61.6771159874608,582.009400926158,"CNTNAP2;THY1;SPTBN1"
"12","Acetylcholine neurotransmitter release cycle","5/11",4.47473068649587e-07,2.75643410288145e-05,0,0,51.7139852786541,756.040338134211,"SNAP25;SYT1;STXBP1;CPLX1;VAMP2"
"13","Norepinephrine neurotransmitter release cycle","5/11",4.47473068649587e-07,2.75643410288145e-05,0,0,51.7139852786541,756.040338134211,"SNAP25;SYT1;STXBP1;CPLX1;VAMP2"
"14","juxtaparanode region of axon (GO:0044224)","4/9",7.79609681226662e-06,0.000127572493291636,0,0,49.4918238993711,582.117257856209,"CNTNAP2;KCNA2;CNTN2;KCNAB2"
